cao_number;id;ingangsdatum;expiratiedatum;datum_kennisgeving;pdf_name;page_name;main_link_url
633;633023;29/03/2009;28/03/2014;04/01/2011;CAO UZK januari 2011 integraal.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 04-01-2011 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8474&mSelod=704645
633;633024;29/03/2009;28/03/2014;05/04/2011;CAO UZK april 2011 integraal.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 05-04-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8475&mSelod=704645
633;633025;29/03/2009;28/03/2014;14/06/2011;CAO_integrale_tekst.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 14-06-2011 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8477&mSelod=704645
633;633026;29/03/2009;28/03/2014;14/10/2011;CAO_1_november_integraal.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 14-10-2011 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8479&mSelod=704645
633;633027;29/03/2009;28/03/2014;26/07/2012;CAO_voor_Uitzendkrachten_integraal_1.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 26-07-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8481&mSelod=704645
633;633028;29/03/2009;28/03/2014;30/03/2012;CAO_voor_Uitzendkrachten_1_4__2012_integraal.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 30-03-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8480&mSelod=704645
633;633029;29/03/2009;28/03/2014;31/05/2011;CAO_mei_2011_integraal.pdf;633 - UITZENDKRACHTEN - 29-03-2009 - 28-03-2014 - Regulier - kvo datum - 31-05-2011 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=8476&mSelod=704645
633;633030;30/12/2019;01/06/2021;03/06/2020;ABU CAO voor Uitzendkrachten 30-12-2019 integraal mei.pdf;633 - UITZENDKRACHTEN - 30-12-2019 - 01-06-2021 - Regulier - kvo datum - 03-06-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16553&mSelod=704645
633;633031;30/12/2019;01/06/2021;04/12/2020;ABU CAO voor Uitzendkrachten 1-1-2021 wijz. bijhouden.doc.pdf;633 - UITZENDKRACHTEN - 30-12-2019 - 01-06-2021 - Regulier - kvo datum - 04-12-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=20889&mSelod=704645
633;633032;30/12/2019;01/06/2021;09/04/2020;ABU CAO voor Uitzendkrachten 30-12-2019 integraal 2020.doc.pdf;633 - UITZENDKRACHTEN - 30-12-2019 - 01-06-2021 - Regulier - kvo datum - 09-04-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16191&mSelod=704645
633;633033;30/12/2019;01/06/2021;18/12/2019;ABU CAO voor Uitzendkrachten 30-12-2019 integraal dec.pdf;633 - UITZENDKRACHTEN - 30-12-2019 - 01-06-2021 - Regulier - kvo datum - 18-12-2019 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15485&mSelod=704645
633;633034;30/12/2019;01/06/2021;22/08/2019;ABU CAO voor Uitzendkrachten 30-12-2019.pdf;633 - UITZENDKRACHTEN - 30-12-2019 - 01-06-2021 - Regulier - kvo datum - 22-08-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=14791&mSelod=704645
633;633035;02/01/2023;31/12/2023;11/05/2023;ABU CAO voor Uitzendkrachten 2023 integraal.pdf;633 - UITZENDKRACHTEN CAO FNV, CNV VAKMENSEN EN DE UNIE - 02-01-2023 - 31-12-2023 - Regulier - kvo datum - 11-05-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=37030&mSelod=704645
633;633036;02/01/2023;31/12/2023;24/04/2023;ABU CAO voor Uitzendkrachten 2023 integraal_1.pdf;633 - UITZENDKRACHTEN CAO FNV, CNV VAKMENSEN EN DE UNIE - 02-01-2023 - 31-12-2023 - Regulier - kvo datum - 24-04-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=36944&mSelod=704645
633;633037;17/11/2021;01/01/2023;24/12/2021;ABU CAO voor Uitzendkrachten 2022 integraal.pdf;633 - UITZENDKRACHTEN CAO FNV, CNV VAKMENSEN EN DE UNIE - 17-11-2021 - 01-01-2023 - Regulier - kvo datum - 24-12-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=24938&mSelod=704645
633;633038;01/01/2026;31/12/2028;23/05/2025;Cao voor Uitzendkrachten 2026-2028.pdf;633 - UITZENDKRACHTEN CAO LBV - ABU CAO VOOR UITZENDKRACHTEN - 01-01-2026 - 31-12-2028 - Regulier - kvo datum - 23-05-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=48266&mSelod=704645
633;633039;01/04/2024;05/01/2025;10/07/2024;ABU CAO voor Uitzendkrachten 2024.pdf;633 - UITZENDKRACHTEN CAO LBV - ABU CAO VOOR UITZENDKRACHTEN - 01-04-2024 - 05-01-2025 - Regulier - kvo datum - 10-07-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43242&mSelod=704645
182;182001;01/01/2018;31/12/2019;03/04/2018;Horeca_cao__2018_2019_na_ttw.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 03-04-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7216&mSelod=704647
182;182002;01/01/2018;31/12/2019;12/12/2017;KHN_cao_2018_2019.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 12-12-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7215&mSelod=704647
182;182003;01/01/2018;31/12/2019;22/05/2018;cao_horeca_2018_2019_na_ttw2.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 22-05-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7217&mSelod=704647
182;182004;01/01/2020;01/01/2022;26/03/2020;20200310 cao_horeca_2020_wijziging_op_kvo.docx.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2020 - 01-01-2022 - Regulier - kvo datum - 26-03-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16064&mSelod=704647
182;182005;01/01/2020;31/12/2020;24/12/2019;20200101 cao_horeca_2020_wijziging_op_ttw2_schone versie.docx.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2020 - 31-12-2020 - Regulier - kvo datum - 24-12-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15538&mSelod=704647
182;182006;01/01/2022;31/12/2023;10/03/2022;20220101 cao_horeca_2022-2023 na 2020_wijziging_op_kvo_avv versie bronbestand.do.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 10-03-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=28338&mSelod=704647
182;182007;01/01/2022;31/12/2023;20/05/2022;20220520 cao_horeca_2022-2023 na 2020_wijziging mei-avv.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 20-05-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=29870&mSelod=704647
182;182008;01/01/2022;31/12/2023;24/11/2022;20221124 cao_horeca_2022-2023 na 2020_wijziging bijlage loontabellen schoon.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 24-11-2022 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31833&mSelod=704647
182;182009;01/01/2022;31/12/2023;30/05/2022;20220524 cao_horeca_2022-2023 na 2020_wijziging bijlage loontabellen schoon.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 30-05-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=29963&mSelod=704647
182;182010;01/01/2024;31/12/2024;04/01/2024;20131221 cao_horeca_2024 - schone versie.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 04-01-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41044&mSelod=704647
182;182011;01/01/2024;31/12/2024;15/04/2024;202404~2.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 15-04-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42443&mSelod=704647
182;182012;01/01/2024;31/12/2024;22/01/2024;20240103 cao_horeca_2024 - tussentijdse wijziging - schone versie.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 22-01-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41416&mSelod=704647
182;182013;01/01/2025;31/12/2026;29/12/2024;Cao Horeca 2025-2026 incl handboek.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-01-2025 - 31-12-2026 - Regulier - kvo datum - 29-12-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=45987&mSelod=704647
182;182014;01/08/2012;31/12/2013;25/09/2012;Horeca_CAO_.pdf;182 - HORECA- EN AANVERWANTE BEDRIJF - 01-08-2012 - 31-12-2013 - Regulier - kvo datum - 25-09-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7214&mSelod=704647
533;533001;01/04/2011;31/03/2013;21/02/2012;VGL_cao_2011_2013_doorlopende_tekst_200212.pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 01-04-2011 - 31-03-2013 - Regulier - kvo datum - 21-02-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7660&mSelod=704649
533;533002;01/04/2013;31/03/2017;20/07/2016;VGL_Cao_2013___2017_getekend.pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 01-04-2013 - 31-03-2017 - Regulier - kvo datum - 20-07-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7661&mSelod=704649
533;533003;01/04/2017;31/03/2019;31/01/2019;CAO VGL 2017-2019 v4 schoon 300418 incl loonschalen def. 090518.docx .pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 01-04-2017 - 31-03-2019 - Regulier - kvo datum - 31-01-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=766&mSelod=704649
533;533004;01/04/2019;30/06/2020;26/05/2020;CAO VGL 2019-2020 definitief schoon 010420.docx.pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 01-04-2019 - 30-06-2020 - Regulier - kvo datum - 26-05-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16513&mSelod=704649
533;533005;01/07/2020;01/07/2023;29/12/2021;211229 CAO VGL 2020 tot en met 2023 met aangepaste loonschalen - 23-12-2021 V.pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 01-07-2020 - 01-07-2023 - Regulier - kvo datum - 29-12-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=25077&mSelod=704649
533;533006;02/07/2023;01/07/2024;12/01/2024;240105 VGL-cao 2023 tot en met 2024 met aangepaste loonschalen - DEF. (schoon).pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 02-07-2023 - 01-07-2024 - Regulier - kvo datum - 12-01-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41199&mSelod=704649
533;533007;02/07/2024;31/03/2026;13/03/2025;CAO VGL 2024 tot en met 2026 .pdf;533 - LEVENSMIDDELEN, GROOTWINKELBEDRIJVEN VGL - 02-07-2024 - 31-03-2026 - Regulier - kvo datum - 13-03-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=47182&mSelod=704649
156;156001;01/01/2017;31/03/2019;06/11/2018;CAO_ziekenhuizen_2017_2019_FINALDEF.pdf;156 - ZIEKENHUIZEN - 01-01-2017 - 31-03-2019 - Regulier - kvo datum - 06-11-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7593&mSelod=704653
156;156002;01/01/2017;31/03/2019;30/11/2017;CAO_ziekenhuizen_2017_2019_DEF.pdf;156 - ZIEKENHUIZEN - 01-01-2017 - 31-03-2019 - Regulier - kvo datum - 30-11-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7592&mSelod=704653
156;156003;01/02/2023;31/01/2025;16/08/2023;Cao Ziekenhuizen 2023-2025.pdf;156 - ZIEKENHUIZEN - 01-02-2023 - 31-01-2025 - Regulier - kvo datum - 16-08-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=38247&mSelod=704653
156;156004;01/03/2011;28/02/2014;07/02/2012;CAO_Ziekenhuizen_totaal.pdf;156 - ZIEKENHUIZEN - 01-03-2011 - 28-02-2014 - Regulier - kvo datum - 07-02-2012 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7589&mSelod=704653
156;156005;01/03/2011;28/02/2014;17/02/2014;Ziekenhuizen_2011_2014_zonder_renvooi.pdf;156 - ZIEKENHUIZEN - 01-03-2011 - 28-02-2014 - Regulier - kvo datum - 17-02-2014 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7590&mSelod=704653
156;156006;01/03/2011;28/02/2014;18/11/2011;Tekst_Cao_Ziekenhuizen_2011_2014_definitief.pdf;156 - ZIEKENHUIZEN - 01-03-2011 - 28-02-2014 - Regulier - kvo datum - 18-11-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7588&mSelod=704653
156;156007;01/03/2014;31/12/2016;30/10/2015;NLVRZH067_CAO_Ziekenhuizen_14PM.pdf;156 - ZIEKENHUIZEN - 01-03-2014 - 31-12-2016 - Regulier - kvo datum - 30-10-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7591&mSelod=704653
156;156008;01/07/2021;31/01/2023;03/11/2022;NVZ CAO 2021 2023 schone versie.pdf;156 - ZIEKENHUIZEN - 01-07-2021 - 31-01-2023 - Regulier - kvo datum - 03-11-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31596&mSelod=704653
156;156009;01/07/2021;31/01/2023;14/11/2022;NVZ CAO 2021 2023 schone versie compleet.pdf;156 - ZIEKENHUIZEN - 01-07-2021 - 31-01-2023 - Regulier - kvo datum - 14-11-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31733&mSelod=704653
316;316001;01/04/2011;31/03/2013;14/02/2012;levensmiddelensbedrijf_definitief.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2011 - 31-03-2013 - Regulier - kvo datum - 14-02-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7117&mSelod=704655
316;316002;01/04/2013;31/03/2017;01/07/2016;CAO_LMB_2013_2017_SZW_schoon_V3_20160530.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2013 - 31-03-2017 - Regulier - kvo datum - 01-07-2016 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7119&mSelod=704655
316;316003;01/04/2013;31/03/2017;08/07/2016;CAO_LMB_2013_2017_SZW_V4_schoon.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2013 - 31-03-2017 - Regulier - kvo datum - 08-07-2016 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7120&mSelod=704655
316;316004;01/04/2013;31/03/2017;23/03/2016;CAO_LMB_2013_2017_SZW_schoon.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2013 - 31-03-2017 - Regulier - kvo datum - 23-03-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7118&mSelod=704655
316;316005;01/04/2017;31/03/2019;05/02/2018;CAO_LMB_2017____2019_def_01_02_2018_schone_versie.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2017 - 31-03-2019 - Regulier - kvo datum - 05-02-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7121&mSelod=704655
316;316006;01/04/2019;30/06/2020;02/03/2020;CAO LMB 2019 - 2020 V 210220 def.docx.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2019 - 30-06-2020 - Regulier - kvo datum - 02-03-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15865&mSelod=704655
316;316007;01/04/2019;30/06/2020;30/04/2020;CAO LMB 2019 - 2020 V 210220 def .docx.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-04-2019 - 30-06-2020 - Regulier - kvo datum - 30-04-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16324&mSelod=704655
316;316008;01/07/2020;01/07/2023;15/03/2022;CAO LMB 2020 2023 schone versie feb 22.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-07-2020 - 01-07-2023 - Regulier - kvo datum - 15-03-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=28498&mSelod=704655
316;316009;01/07/2020;01/07/2023;21/03/2022;CAO LMB incl fuwa 2020 2023 schone versie feb 22.pdf;316 - LEVENSMIDDELENBEDRIJF - 01-07-2020 - 01-07-2023 - Regulier - kvo datum - 21-03-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=28798&mSelod=704655
